metodo,dataset,tn,fp,fn,tp,accuracy,precision,recall,f1,roc_auc,mcc,time_fs,model
jowmdroid,mh_100k,56729,5719,13,62435,0.9541058160389444,0.9160870968688558,0.9997918267998976,0.956110932451264,0.9541058160389444,0.9120267976110178,14835.26788711548,svm
jowmdroid,mh_100k,57383,5065,528,61920,0.9552187419933384,0.9243860565798312,0.9915449654112222,0.9567884542581876,0.9552187419933386,0.9128498548597368,14835.26788711548,rf
jowmdroid,mh_100k,56434,6014,541,61907,0.9475163335895463,0.9114559561843908,0.9913367922111196,0.9497196419394182,0.9475163335895463,0.8984899380690797,14835.26788711548,knn
mt,adroit,5302,338,1444,4196,0.8420212765957447,0.925452139391266,0.7439716312056738,0.8248476508747788,0.8420212765957447,0.6975868688559217,0.0902698040008544,svm
mt,adroit,5309,331,1449,4191,0.8421985815602837,0.9268022998673152,0.7430851063829788,0.824837630387719,0.8421985815602837,0.6982531955900896,0.0902698040008544,rf
mt,adroit,5397,243,2436,3204,0.7625,0.929503916449086,0.5680851063829787,0.705183228788379,0.7625000000000001,0.5698410117356222,0.0902698040008544,knn
mt,androcrawl,42563,18030,2693,57900,0.8289983991550179,0.7625444488344528,0.955555922301256,0.8482087267346894,0.8289983991550179,0.6801449109075036,0.5357496738433838,svm
mt,androcrawl,42563,18030,2693,57900,0.8289983991550179,0.7625444488344528,0.955555922301256,0.8482087267346894,0.8289983991550179,0.6801449109075036,0.5357496738433838,rf
mt,androcrawl,57890,2703,46900,13693,0.590687043057779,0.8351427177360332,0.2259831993794663,0.3557131538271701,0.590687043057779,0.2651360717049162,0.5357496738433838,knn
mt,android_permissions,7810,4640,5470,6980,0.5939759036144578,0.6006884681583476,0.5606425702811245,0.5799750727046116,0.5939759036144578,0.1883708753238172,0.3637905120849609,svm
mt,android_permissions,7810,4640,5470,6980,0.5939759036144578,0.6006884681583476,0.5606425702811245,0.5799750727046116,0.5939759036144578,0.1883708753238172,0.3637905120849609,rf
mt,android_permissions,2911,9539,2193,10257,0.5288353413654618,0.5181349767629824,0.823855421686747,0.6361719283011846,0.5288353413654618,0.0714299570216733,0.3637905120849609,knn
